,x,y,z,s1,cs1,cs2_bottom,s2,cs2
926296,3.6701999,-5.505694,-109.37335,411.95895,346.81558,1804.5823,7761.4077,7336.5557
926506,56.94239,12.626822,-45.015343,291.35776,349.4848,1923.2051,6733.7974,7864.0737
926521,14.738298,28.955933,-66.753174,63.614117,68.524536,850.83124,3070.2166,3248.0522
926582,-58.523254,12.853237,-119.346,32.99396,30.329058,557.00726,1796.3254,2174.4424
927253,53.16941,27.624582,-47.62577,879.39026,1064.1494,5295.271,17346.664,21281.43
927369,48.735294,-9.818591,-41.324646,493.67023,592.6193,3070.8765,12740.149,12476.273
927688,52.087227,-10.291184,-72.909584,772.0585,859.01776,3584.9255,13559.3125,14099.765
927737,16.001741,-21.772038,-46.687252,662.1598,747.83,2854.6008,11942.643,11295.959
928528,15.094841,21.565584,-76.70274,1481.973,1523.6458,11637.4,44853.81,46350.453
928726,24.494345,-12.321672,-67.637566,597.187,637.9116,2685.2048,10530.898,10587.491
929028,-18.566633,1.0885544,-89.881714,1534.1483,1468.1427,9342.301,46225.742,37734.21
929122,-36.594925,-9.067923,-86.76834,769.7812,770.48047,7235.9585,26578.889,29304.334
929140,-29.328997,-51.944546,-133.76872,502.47565,409.11526,2168.329,6724.141,8966.724
929215,-40.884342,-40.76589,-18.16317,573.6708,715.2292,3615.0562,13247.051,14426.044
929282,-14.728125,0.45181382,-76.29855,364.51678,368.66138,2605.355,10663.176,10601.8125
929637,-22.826078,-44.12976,-94.940094,1482.5935,1455.9434,9396.763,31584.861,38001.312
929775,38.559864,-17.705496,-34.523277,1305.384,1544.9886,8440.894,32519.83,33210.23
930052,11.762195,-35.21109,-63.37008,1545.095,1700.091,11262.127,45350.312,45115.164
931165,-0.98862815,8.187148,-60.18894,103.20476,111.10724,1028.8677,4141.3213,4183.439
931761,27.353382,11.109524,-55.54926,1267.3755,1403.6532,9987.825,44244.66,39446.758
931796,11.676161,-49.445255,-109.789894,1460.7683,1355.329,6836.9893,23700.396,27305.87
932240,24.39984,-42.245316,-84.86059,689.1951,712.707,4321.39,16176.307,16834.498
932304,-57.17974,13.978516,-129.54646,1244.6866,1071.7612,6072.3877,20226.61,24418.95
932601,-38.728783,44.49216,-98.53312,644.0387,665.31165,2167.0403,7375.569,8653.405
932620,-13.576311,-20.189875,-37.34066,1240.5121,1416.4712,11353.854,45323.992,44893.344
932722,29.440264,38.13859,-69.66817,1144.8743,1249.6443,5991.084,21188.514,24358.676
932890,-53.47142,11.113096,-119.88972,1437.3188,1278.5929,9536.959,34337.266,38693.23
933228,-51.341072,25.548445,-36.342876,1054.3164,1314.4066,8385.412,30858.91,33333.656
933323,-26.201939,-45.861122,-66.00265,634.94916,710.4329,4015.6826,13974.051,15865.799
933620,34.199295,-30.090916,-55.398262,796.974,911.27783,4499.247,18584.916,18009.102
933728,-42.86723,21.236092,-25.079422,546.0404,667.5298,2469.4194,9902.673,9831.09
933977,-39.074387,23.925055,-98.47055,646.49054,628.195,3184.427,11730.589,12497.595
934146,-38.64222,-20.290316,-51.484676,563.64844,647.9539,4004.2322,14127.114,16173.823
934763,20.813065,-21.494707,-42.225433,360.52167,411.9504,3151.6704,13514.647,12700.502
934835,-14.282107,37.973892,-15.33762,103.20473,125.255585,1229.758,4636.443,4932.5894
935191,35.36864,32.36787,-95.77689,1322.14,1291.0616,6155.6465,22704.992,24966.14
935465,-21.27063,-52.356926,-99.347984,1163.2698,1132.6298,7493.754,25381.857,29412.295
936076,44.59951,28.075373,-56.822376,12.46777,14.412621,319.8088,1098.3645,1308.7764
936292,35.80621,-11.3669,-18.070019,767.45404,913.11487,4481.9473,19155.203,18194.797
936519,1.6031513,-17.920198,-43.246235,678.615,764.7781,4272.6025,19776.143,17144.39
937065,7.2622232,-19.158894,-25.873154,323.03397,373.48962,1864.6493,8757.786,7566.4463
937083,30.124529,51.701714,-125.08296,1545.4905,1334.867,5875.4653,17567.762,23465.445
937371,38.602634,27.25321,-20.950176,166.53075,199.79028,1398.3215,4717.858,5524.536
938040,-6.6735024,-10.656748,-41.180466,1247.9788,1406.1534,9959.957,48163.438,41651.645
938854,24.643528,9.097443,-79.58013,1465.0037,1482.5096,7833.965,33884.62,30663.555
939560,9.845026,-42.076653,-24.310867,409.6104,491.6275,2494.4644,9972.912,10206.295
939609,-38.89836,28.51526,-30.157986,1429.5995,1744.7148,15179.671,59494.28,60617.043
939878,40.628098,-2.5033767,-128.24365,816.38617,642.3876,3203.5674,11863.98,12793.491
940200,36.64578,-17.923813,-32.810265,400.60138,472.04758,2082.1704,8019.7725,8083.111
940487,10.640795,-27.854717,-17.579361,221.60167,259.56772,1158.7698,5384.307,4834.7954
940668,23.971235,-30.216513,-40.19078,1151.5444,1339.4104,8532.166,37538.285,33737.016
940811,32.504974,-35.186005,-96.65858,81.36949,79.14339,612.13025,2487.1248,2487.851
941373,34.581867,-41.44347,-63.532482,473.12512,538.5926,2413.7534,9665.307,9752.621
941547,-16.071692,-29.814219,-52.130314,1509.2933,1695.8009,12619.554,50679.305,51021.836
941829,-30.121721,26.272688,-46.5779,951.56274,1104.1414,7104.5645,27853.475,28481.287
941852,-51.29193,14.612691,-17.233088,1217.504,1519.0383,8406.208,34478.29,33564.98
942059,-43.094036,-13.353527,-64.402695,782.2127,868.076,3397.2617,13296.585,13706.508
942285,14.29943,36.29773,-15.349094,355.82507,425.36768,1795.8231,6328.8506,6876.64
942779,0.89217836,10.240927,-36.19323,474.62955,539.55383,2635.457,11001.887,10425.351
943014,20.854555,-36.788593,-53.527363,651.6611,744.9846,3408.6855,14413.331,13552.496
943228,-51.71107,26.339718,-132.36148,33.846577,28.711618,570.01416,1793.3477,2153.8518
943235,15.934117,-1.0757009,-105.65633,1055.5752,912.8987,3734.6663,14499.603,14761.438
943250,-37.76395,-41.297344,-17.931105,500.5429,618.81915,4123.873,14638.945,16033.23
943402,4.98425,-28.553892,-67.4624,1012.2267,1082.5353,4014.9695,17305.07,16117.16
943407,-27.815332,-34.627247,-121.72005,1185.3945,981.3414,5589.923,18629.82,22357.66
943546,-6.4119697,-12.68041,-63.129845,1161.1262,1241.775,6873.151,30488.111,27713.87
943586,-9.183818,26.02243,-48.048862,833.5564,947.43085,4723.167,17919.643,18829.252
943712,22.996197,-33.290985,-99.197525,229.85443,217.37813,1494.1571,6352.0864,6115.409
943846,-8.000419,-31.32512,-52.336258,269.3936,301.61777,1525.5791,6357.128,6298.6772
943882,24.60006,49.602676,-73.56872,82.82659,90.63848,752.1812,2598.918,3034.5515
943901,48.351124,11.777265,-38.973755,218.61043,260.22546,1648.2944,6099.95,6722.4233
943914,-46.71601,-23.463535,-61.075752,1235.7252,1412.462,10617.505,37600.07,42577.816
944073,-51.976944,-5.1012034,-69.558205,1104.6619,1233.4233,4107.8594,14981.606,16462.295
944083,33.2282,6.892822,-51.387276,1365.0907,1544.1426,13381.038,50473.21,54957.26
944106,12.024832,24.587572,-92.95526,1782.5748,1698.2898,15575.287,57849.79,62809.957
944138,8.048422,57.282753,-92.93825,652.8048,674.4732,3341.13,10064.885,13379.119
944163,32.448624,36.63529,-33.481483,305.79172,365.00037,1545.8197,6020.34,6486.906
944273,15.484951,-0.47348946,-28.700865,1610.6714,1853.937,9760.157,43047.34,39705.28
944317,7.137364,57.286545,-75.39885,1486.2615,1648.5188,13597.019,41815.86,54019.93
944363,7.6117344,-28.285044,-133.7416,1249.111,927.33636,4444.4785,16229.855,17553.04
944364,10.554163,-20.865215,-120.5743,1807.3301,1439.2736,8098.784,32935.15,32055.898
944420,1.0829765,-57.063175,-110.49898,498.2554,465.87686,2803.8916,9375.551,11423.275
944498,35.42505,-19.104057,-84.79518,1239.7273,1264.709,7391.181,25690.605,29164.922
944691,22.619835,-25.339949,-80.76031,1391.759,1431.202,12096.12,49928.707,47845.87
944700,33.885593,-14.268908,-64.0982,1030.3566,1130.2972,4666.8413,18325.318,18788.227
944838,-24.83126,31.367313,-115.38038,1047.1406,902.13794,4436.9517,16262.058,17672.068
944853,51.01637,1.3393005,-122.65094,90.84764,76.97355,859.65607,2987.138,3364.674
944878,-57.170975,13.721345,-42.47525,65.64573,80.68731,1007.9368,3610.157,3929.1592
944905,8.837026,56.122704,-65.698425,162.69711,187.00648,1162.5392,3839.2522,4508.0557
944918,-7.272986,48.79285,-116.77432,870.5823,762.66376,3527.332,11514.325,14250.861
944956,25.61408,27.04246,-123.33944,242.99306,192.50777,1204.6405,4483.1543,4914.731
945098,46.73942,3.1590064,-83.09952,830.75507,859.43066,3542.569,13177.89,13823.07
945153,14.094796,-40.425545,-62.26436,535.29034,599.22784,2744.6257,11085.375,11245.273
945259,28.248415,36.42856,-46.64169,755.6908,878.2255,3056.2488,11112.1,12204.824
945280,-10.035453,21.12011,-34.297962,957.8238,1105.1027,9734.178,40926.5,37505.008
945343,36.53543,-41.37048,-125.51645,1901.961,1616.7578,13514.247,49283.98,54212.957
945371,-27.045269,22.448479,-70.29544,1368.3173,1477.2812,8152.0137,32622.855,33099.965
945374,-56.004993,-10.373156,-102.12365,1495.2511,1456.348,9610.337,32164.88,38268.66
945444,-49.892365,-32.700912,-123.356514,1221.7365,1081.5908,7877.991,23257.615,31403.064
945490,13.695978,23.899664,-21.338505,1370.2981,1607.6687,10870.468,43263.96,42471.35
945676,3.4903946,16.204212,-83.19172,948.69214,940.2743,5159.0146,19597.627,20576.873
945696,3.3516364,31.136436,-41.93964,99.934235,114.84184,969.8008,3623.2795,3780.4983
945708,-28.858656,-15.926206,-105.37202,1443.6085,1295.5065,7081.7046,28823.184,28435.447
945829,9.760604,44.68158,-58.242237,114.57218,130.34737,1141.1636,4165.0474,4662.3657
945901,-44.866615,36.47318,-44.097343,482.647,593.08026,2233.3484,7737.794,8697.962
945908,39.8915,7.3102303,-65.75424,555.28467,608.5364,2682.4014,10486.567,10823.034
945909,30.678999,43.806824,-18.736311,1212.602,1491.2198,9474.659,35600.85,38523.875
945910,1.208368,44.43088,-35.342728,1423.4113,1707.0419,11947.212,40829.074,46481.152
946006,7.8095036,-27.1733,-52.104195,855.01904,955.63104,5642.9336,23604.67,22970.975
946141,20.317926,-29.72133,-66.22162,90.21333,98.42274,978.10834,4193.52,4016.598
946206,-3.8406055,-50.033974,-33.859417,170.79736,206.88892,1349.9823,4965.4863,5030.513
946290,3.632053,-3.9919093,-99.51612,1279.563,1145.2198,5058.743,20325.998,19615.28
946354,50.495842,0.20682117,-116.359604,1321.8611,1175.5563,7099.0034,25557.877,28173.064
946367,-35.368275,9.622795,-103.33015,135.23991,124.68098,1057.9819,4194.6514,4215.8193
946378,-41.96307,-37.179405,-81.2461,729.77594,779.3343,3728.0115,14309.39,14989.849
946459,52.699375,26.074682,-66.41345,1400.9006,1589.676,6798.3643,21991.35,27141.928
946611,37.65705,-31.514246,-75.32176,725.4821,781.852,3730.0745,14205.755,14675.568
946622,56.82935,-2.5333693,-84.12545,606.3624,641.06635,2095.9556,6917.733,7874.61
946798,-19.054737,28.120485,-88.17457,927.4916,920.2514,7117.7583,27106.88,28135.73
946889,-24.137205,-27.646154,-133.45668,766.1148,561.98785,2450.9465,8672.146,9826.422
946937,-24.181444,0.17594196,-83.59362,1634.1545,1615.7001,18741.45,64768.29,74153.35
946955,-4.233489,-52.923992,-56.362766,1302.9376,1516.8114,8730.277,31850.32,34362.984
946970,-17.241081,-53.04989,-39.748318,643.9821,776.8663,4007.6516,14095.819,15655.371
947023,40.363,-18.30795,-20.03859,1231.5201,1483.6835,9845.792,37422.67,38504.69
947030,41.481384,38.0493,-15.792029,981.5369,1213.6896,5137.9565,19264.83,20369.73
947067,35.038475,-27.528625,-63.75334,1083.7198,1213.7689,6808.483,26139.111,27125.746
947089,42.470592,35.12407,-20.91123,94.05178,115.662834,922.65247,3250.1167,3792.5686
947107,-47.86681,-20.895245,-90.09495,511.91693,524.265,2151.3003,7404.5723,8382.649
947188,-39.012135,-34.0046,-82.435585,910.08344,958.04706,6238.934,23150.717,24397.201
947260,10.17291,14.592104,-113.969086,1889.5432,1554.766,19346.672,69609.02,76522.484
947404,29.504015,37.006565,-57.61489,572.1291,648.6262,2964.827,10633.795,12002.002
947502,22.907589,37.48456,-23.973637,888.4788,1063.4003,4729.6216,17555.74,19181.01
947728,19.367582,0.4023437,-26.101776,599.3082,693.2804,3858.047,20188.639,15717.526
947729,-46.774025,11.505655,-83.724434,1582.7806,1656.0403,11913.454,47356.92,48123.996
947774,41.458755,10.354275,-21.598244,1316.0223,1572.8192,11038.749,44168.49,44271.46
947793,-36.073887,-19.459488,-133.81651,1175.4215,880.6355,5445.521,17355.607,21924.883
947823,-48.22346,-31.92696,-95.542465,427.94324,436.2047,1995.5574,6345.377,8192.646
947844,-50.36108,27.152157,-128.25243,438.6176,377.45883,2237.5264,7268.4277,8553.769
947888,29.39174,-40.34827,-41.689484,1484.4078,1764.8394,15637.704,66541.46,62549.383
947961,-9.702526,16.576735,-101.70859,429.05615,384.33505,1777.0345,7359.6255,6872.3726
947977,-23.607494,36.5938,-101.49745,586.2648,558.3354,1987.246,7379.528,8075.6455
948001,29.594309,5.9017863,-92.16436,178.3236,171.03441,1463.7083,4582.5835,5483.592
948031,21.070698,-50.442554,-82.31881,1224.9581,1294.6803,10391.792,37152.43,41302.953
948086,-8.834368,-19.07042,-115.66097,674.0655,551.2939,2709.5662,10516.696,10548.991
948102,3.2221537,-53.378456,-44.636467,409.978,491.99893,2414.5996,9262.256,9996.5625
948218,1.5988975,-41.959145,-79.00436,68.980606,72.07973,795.6457,2855.6006,3160.8054
948225,37.89471,27.221376,-33.355663,337.68597,401.4047,1832.18,6817.0894,7473.469
948336,37.979263,13.863103,-62.134827,920.7874,1020.571,5288.726,19557.75,20928.568
948356,-17.64287,32.464108,-59.448734,668.3752,748.55084,4814.633,19119.947,19230.426
948414,-37.15997,47.566708,-58.803837,1042.7971,1244.756,4488.258,16416.973,18251.8
948465,-30.283442,-47.41955,-33.60413,625.25995,760.2485,4270.447,14505.167,17055.104
948629,21.952072,-28.069216,-66.08439,1217.4791,1328.0132,8220.226,34665.41,32480.217
948642,-52.254013,-11.548863,-26.038462,1366.0564,1677.9133,6733.67,25262.844,26954.854
948714,10.651396,-49.386536,-79.11729,1499.371,1605.6404,15327.013,54829.945,60954.066
948992,-52.882877,2.1572251,-16.613504,1237.7684,1530.4418,7989.3843,31284.963,32127.223
949037,24.588186,52.03059,-78.28481,890.53705,969.1073,4809.185,15949.932,18636.643
949096,-4.5742297,-4.3476434,-88.61521,1352.3774,1285.2612,8781.234,35520.008,35577.69
949103,23.559092,29.030828,-54.95674,656.01184,735.88544,2747.727,10617.613,11204.41
949104,-42.867172,-12.425395,-33.895733,1046.2269,1246.5121,6343.472,25330.287,25041.129
949128,-51.364594,13.347078,-107.95443,1288.6158,1225.2628,7427.2085,27686.387,29605.398
949238,22.064121,-35.527344,-29.299994,1025.4037,1219.1565,10129.585,45566.348,40459.344
949287,38.44065,-4.527547,-102.89187,1742.4541,1611.5032,8783.12,33446.6,35004.03
949328,4.906128,53.71742,-83.709984,1102.2491,1166.9797,9112.376,27826.756,35786.402
949381,1.1148902,49.39992,-118.46155,820.5714,708.0615,2835.9026,8714.036,10962.254
949509,24.081108,-25.986431,-65.45387,1489.3177,1624.3961,14043.241,59220.9,55233.25
949522,-21.312765,3.5292666,-124.1437,1847.0273,1425.4524,9576.054,36082.965,38750.28
949757,20.915308,8.255083,-81.756065,47.236835,47.272903,534.0485,2333.573,2219.5867
949885,30.849216,-10.15868,-100.85782,322.03845,295.70996,1677.9088,6248.3403,6678.5713
949921,39.126446,-35.96431,-28.713284,366.00787,445.987,2272.3164,8588.529,8600.938
949939,-50.41872,11.043168,-50.21966,159.43735,188.7947,1472.2894,5951.691,5994.9697
950169,-21.332539,-43.445953,-133.78392,70.76313,53.179356,874.6913,2664.8376,3342.286
950358,-5.6795917,18.66523,-50.4281,137.77815,153.5658,915.67444,4401.759,3718.4023
950501,1.5913033,22.623621,-92.31806,652.47363,618.9405,2417.1382,9346.211,9700.858
950534,17.360891,-10.06764,-31.50549,655.37775,753.2475,3542.4736,13409.13,14191.5625
950591,-39.881126,27.562199,-13.756635,555.67957,688.6056,4189.4565,16548.547,16783.287
950686,-29.468472,29.254198,-70.03752,639.10736,699.16565,3575.113,12798.732,14183.305
950762,23.387848,6.2069016,-26.040216,1430.8948,1659.3351,11918.62,55469.69,47639.87
950804,-32.772602,-50.09459,-87.320496,608.6974,637.4081,2637.205,8011.221,10430.552
950836,16.04108,19.69836,-133.7341,409.63806,299.09534,1780.5625,6641.4526,7268.1694
950950,53.016293,29.563822,-52.659042,341.4531,407.17245,1923.6471,5705.294,7060.054
951019,-38.982292,-31.181875,-76.0214,1464.3597,1576.8906,10214.647,40811.168,40363.43
951021,-47.545578,-35.939426,-125.17726,64.67943,56.54756,777.3371,2184.4756,3157.2717
951077,1.0721695,51.815434,-31.975828,841.0493,1034.9062,4339.573,14889.155,17168.297
951094,-37.53785,-36.605194,-131.75189,329.52927,261.55966,1881.3141,5888.9106,7431.6113
951102,46.529266,-5.010854,-62.316742,973.3093,1090.8411,6139.9004,24719.9,24394.152
951127,-9.95216,-51.173347,-113.47371,1087.7172,978.6549,3555.2336,13636.115,14023.227
951131,-33.876274,-23.054737,-20.630564,1301.9484,1552.8951,11483.458,49046.062,46676.96
951144,48.72125,15.915512,-25.368996,350.9765,425.66153,1962.9619,7201.9526,7866.7793
951192,50.539364,26.51149,-45.125233,462.00012,553.8742,2287.2576,7925.986,9394.748
951235,24.322342,15.587357,-92.781784,341.00815,326.63184,1801.2244,6953.83,7140.039
951255,29.462454,15.605681,-68.9289,1362.8964,1457.5563,7092.8145,29610.94,28258.91
951372,-40.22094,-20.619408,-86.830376,865.8576,885.6392,4107.726,14137.827,16699.418
951391,-22.069828,33.514103,-107.468704,1551.0659,1399.0852,11808.199,43608.605,46419.8
951403,-35.527794,-7.2847056,-22.69269,1139.1298,1349.4613,6883.504,25926.371,26489.213
951482,-22.952982,10.563244,-96.31858,1182.677,1113.414,5832.0273,21894.357,22905.514
951535,-9.142676,28.780165,-83.89851,1398.7539,1403.5989,7687.85,28201.77,31380.346
951723,25.49789,13.30644,-39.666035,755.9281,865.78156,8409.15,38674.832,33210.223
951772,33.845806,11.636718,-17.969849,1442.0648,1707.3038,12076.1875,47569.473,47609.703
952037,27.84604,-19.39977,-103.10902,1071.3636,981.3585,5100.8457,18893.785,19999.31
952043,29.300087,16.208332,-13.926667,635.9605,751.6445,6239.3623,27578.62,24945.648
952106,30.47581,43.004944,-97.19804,1634.3771,1608.1967,8636.407,28384.922,33880.168
952124,30.306759,-8.453076,-134.2332,1561.6714,1162.3282,5794.546,21163.4,23095.236
952146,1.2649493,-58.686596,-94.40705,862.7875,887.27057,3849.6116,12624.271,15485.95
952191,18.609762,-38.57846,-100.91796,1863.4948,1759.4825,10025.437,38164.902,39775.9
952198,-42.823383,-0.18191443,-60.76525,634.13403,711.9774,3391.5286,12915.692,13203.808
952211,48.527996,-20.83003,-61.246056,814.15106,939.97125,3644.0999,13484.47,14625.923
952229,-16.479677,50.482925,-20.353071,644.99225,807.41254,4641.358,16774.703,18563.932
952377,-15.803307,-16.077278,-61.880283,1018.99963,1099.537,4982.1846,21162.2,20287.498
952454,11.2023325,31.232626,-76.712265,1019.17737,1061.7194,7720.306,26702.686,29999.334
952460,14.829928,-5.8069324,-131.42142,1167.1727,859.31506,4407.5723,19534.164,18230.492
952461,35.278374,-45.13438,-117.027176,1524.5253,1378.4523,7505.206,28384.816,30740.498
952551,3.416971,-59.843506,-119.596695,515.7084,467.02985,2991.9854,9307.6,11737.276
952815,-27.124226,41.43222,-37.02125,3.9796343,4.841677,454.1782,1549.2349,1710.4598
952951,4.6999063,-25.1551,-55.837414,1044.4816,1154.1289,7395.8784,34901.547,29190.2
952989,-18.229107,-10.09382,-55.13879,779.6878,859.09216,4228.9585,19150.617,17069.387
953004,-2.5984306,54.15494,-63.71291,464.66812,530.8789,2226.749,7369.098,8695.138
953180,13.564032,10.08109,-28.258537,481.30896,554.21893,1957.9725,8845.627,8282.482
953188,25.835203,-24.79742,-91.24859,1487.5458,1456.0603,10163.5,41584.57,40149.29
953310,13.038088,-39.66586,-61.316525,1548.2577,1731.2401,9757.191,38234.387,38214.85
953358,46.739143,-16.618484,-85.44595,364.7644,379.85733,1521.9425,5758.8237,6173.676
953367,-46.497078,31.169712,-53.4575,586.71124,698.2805,3428.398,12426.239,13795.593
953403,-7.3966126,-7.663903,-15.158947,811.61505,940.6553,6599.2075,30893.404,26263.605
953480,6.042046,30.972519,-100.50129,125.02911,115.551254,1001.62463,3609.7678,4107.3354
953510,3.121356,-18.304722,-15.021382,322.31638,374.7033,1630.814,8059.676,6675.6143
